CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Tapioca,Red Loamy,Wilt,Neem Extract,Organic Farming,Madhya Pradesh,90 days,20–25°C
Castor Seed,Laterite,Wilt,Fungicide Spray,Organic Farming,West Bengal,90 days,25–30°C
Castor Seed,Alluvial,Wilt,Fungicide Spray,Organic Farming,Chhattisgarh,90 days,25–30°C
Ragi,Laterite,Rust,Neem Extract,Organic Farming,Gujarat,120 days,20–25°C
Maize,Red Loamy,Rust,Soil Solarization,Drip Irrigation,Maharashtra,90 days,30–35°C
Moong (Green Gram),Peaty,Wilt,Resistant Varieties,Mulching,Telangana,150 days,25–30°C
Urad,Black Cotton,Rust,Soil Solarization,Organic Farming,Uttarakhand,90 days,20–25°C
Bajra,Red Loamy,Rust,Neem Extract,Mulching,Andhra Pradesh,150 days,20–25°C
Horse Gram,Sandy,Rust,Neem Extract,Organic Farming,Arunachal Pradesh,120 days,20–25°C
Barley,Alluvial,Rust,Neem Extract,Organic Farming,Arunachal Pradesh,90 days,20–25°C
Ragi,Laterite,Wilt,Fungicide Spray,Mulching,Rajasthan,120 days,25–30°C
Arhar/Tur,Laterite,Rust,Fungicide Spray,Organic Farming,Manipur,120 days,25–30°C
Coconut,Laterite,Rust,Resistant Varieties,Mulching,Maharashtra,150 days,20–25°C
Arhar/Tur,Peaty,Rust,Neem Extract,Organic Farming,Haryana,90 days,20–25°C
Black pepper,Peaty,Rust,Fungicide Spray,Mulching,Bihar,90 days,25–30°C
Coriander,Red Loamy,Blight,Neem Extract,Mulching,Uttarakhand,150 days,25–30°C
Ginger,Sandy,Rust,Neem Extract,Mulching,Goa,120 days,20–25°C
Tobacco,Red Loamy,Rust,Resistant Varieties,Mulching,Gujarat,150 days,25–30°C
Wheat,Sandy,Smut,Crop Rotation,Irrigation,Madhya Pradesh,120 days,20–25°C
Horse Gram,Black Cotton,Blight,Crop Rotation,Mulching,Haryana,120 days,25–30°C
Cotton,Black Cotton,Rust,Crop Rotation,Mulching,Kerala,150 days,20–25°C
Sesamum,Black Cotton,Rust,Soil Solarization,Organic Farming,Gujarat,90 days,20–25°C
Coconut,Laterite,Wilt,Fungicide Spray,Organic Farming,West Bengal,120 days,20–25°C
Masoor,Sandy,Wilt,Resistant Varieties,Mulching,Bihar,90 days,25–30°C
Sunflower,Red Loamy,Wilt,Soil Solarization,Mulching,Telangana,90 days,20–25°C
Moong (Green Gram),Red Loamy,Blight,Resistant Varieties,Mulching,Karnataka,90 days,25–30°C
Arhar/Tur,Peaty,Wilt,Soil Solarization,Organic Farming,Manipur,90 days,20–25°C
Wheat,Sandy,Rust,Crop Rotation,Mulching,Punjab,150 days,15–20°C
Potato,Red Loamy,Rust,Fungicide Spray,Mulching,Sikkim,120 days,25–30°C
Coriander,Sandy,Rust,Crop Rotation,Mulching,Telangana,120 days,25–30°C
Moong (Green Gram),Peaty,Rust,Soil Solarization,Mulching,Assam,150 days,20–25°C
Jowar,Peaty,Blight,Crop Rotation,Mulching,Tamil Nadu,120 days,25–30°C
Bajra,Laterite,Rust,Resistant Varieties,Organic Farming,Odisha,90 days,25–30°C
Turmeric,Alluvial,Blight,Soil Solarization,Organic Farming,Meghalaya,90 days,20–25°C
Garlic,Red Loamy,Wilt,Neem Extract,Organic Farming,Telangana,150 days,25–30°C
Arhar/Tur,Laterite,Blight,Fungicide Spray,Mulching,Manipur,120 days,25–30°C
Moong (Green Gram),Peaty,Rust,Neem Extract,Mulching,Madhya Pradesh,120 days,25–30°C
Castor Seed,Laterite,Rust,Soil Solarization,Organic Farming,Goa,150 days,20–25°C
Turmeric,Sandy,Wilt,Fungicide Spray,Organic Farming,Madhya Pradesh,150 days,20–25°C
Ragi,Laterite,Rust,Soil Solarization,Mulching,Arunachal Pradesh,120 days,25–30°C
Onion,Black Cotton,Blight,Fungicide Spray,Mulching,Chhattisgarh,150 days,20–25°C
Gram,Black Cotton,Wilt,Resistant Varieties,Mulching,Assam,90 days,20–25°C
Arecanut,Black Cotton,Rust,Crop Rotation,Organic Farming,Jharkhand,150 days,20–25°C
Khesari,Alluvial,Blight,Fungicide Spray,Organic Farming,Tripura,150 days,20–25°C
Jute,Laterite,Rust,Crop Rotation,Organic Farming,Odisha,150 days,20–25°C
Jute,Laterite,Blight,Resistant Varieties,Organic Farming,Andhra Pradesh,120 days,20–25°C
Dry Chillies,Peaty,Wilt,Neem Extract,Organic Farming,Meghalaya,120 days,20–25°C
Potato,Alluvial,Wilt,Neem Extract,Organic Farming,Punjab,120 days,25–30°C
Arecanut,Alluvial,Rust,Neem Extract,Organic Farming,Jharkhand,150 days,20–25°C
Coconut,Laterite,Blight,Neem Extract,Organic Farming,Maharashtra,150 days,25–30°C
Cardamom,Red Loamy,Wilt,Crop Rotation,Mulching,Karnataka,150 days,20–25°C
Garlic,Red Loamy,Wilt,Resistant Varieties,Mulching,Gujarat,90 days,20–25°C
Turmeric,Alluvial,Wilt,Soil Solarization,Mulching,Telangana,150 days,25–30°C
Cowpea (Lobia),Laterite,Blight,Soil Solarization,Organic Farming,Maharashtra,120 days,20–25°C
Moong (Green Gram),Red Loamy,Blight,Crop Rotation,Mulching,Assam,120 days,25–30°C
Barley,Sandy,Wilt,Fungicide Spray,Mulching,Punjab,150 days,25–30°C
Gram,Red Loamy,Rust,Crop Rotation,Mulching,Assam,90 days,25–30°C
Cowpea (Lobia),Laterite,Wilt,Resistant Varieties,Mulching,Goa,90 days,20–25°C
Wheat,Sandy,Smut,Neem Extract,Mulching,Haryana,120 days,15–20°C
Coriander,Red Loamy,Blight,Neem Extract,Mulching,Assam,150 days,20–25°C
Khesari,Black Cotton,Blight,Soil Solarization,Organic Farming,Tripura,120 days,25–30°C
Potato,Red Loamy,Blight,Resistant Varieties,Organic Farming,Tripura,90 days,25–30°C
Wheat,Sandy,Smut,Crop Rotation,Mulching,Madhya Pradesh,150 days,20–25°C
Turmeric,Sandy,Wilt,Crop Rotation,Mulching,Goa,150 days,20–25°C
Sugarcane,Red Loamy,Wilt,Neem Extract,Mulching,Goa,150 days,25–30°C
Cashewnut,Laterite,Wilt,Fungicide Spray,Mulching,Goa,90 days,25–30°C
Ragi,Laterite,Rust,Crop Rotation,Mulching,Arunachal Pradesh,150 days,25–30°C
Rice,Alluvial,Smut,Crop Rotation,SRI Method,West Bengal,120 days,25–30°C
Jowar,Peaty,Blight,Fungicide Spray,Organic Farming,Tripura,150 days,20–25°C
Peas & beans (Pulses),Laterite,Blight,Crop Rotation,Organic Farming,Kerala,120 days,20–25°C
Coconut,Red Loamy,Blight,Crop Rotation,Organic Farming,Maharashtra,150 days,25–30°C
Black pepper,Alluvial,Rust,Fungicide Spray,Mulching,West Bengal,120 days,25–30°C
Arecanut,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Uttar Pradesh,90 days,20–25°C
Cowpea (Lobia),Sandy,Rust,Resistant Varieties,Mulching,Manipur,150 days,25–30°C
Banana,Laterite,Rust,Crop Rotation,Mulching,Bihar,150 days,25–30°C
Groundnut,Red Loamy,Wilt,Neem Extract,Organic Farming,Nagaland,120 days,25–30°C
Niger Seed,Peaty,Rust,Soil Solarization,Mulching,Maharashtra,150 days,20–25°C
Potato,Alluvial,Wilt,Soil Solarization,Mulching,Meghalaya,90 days,25–30°C
Urad,Red Loamy,Blight,Crop Rotation,Mulching,Uttarakhand,150 days,20–25°C
Sweet Potato,Red Loamy,Blight,Fungicide Spray,Mulching,West Bengal,150 days,25–30°C
Bajra,Red Loamy,Rust,Soil Solarization,Organic Farming,Bihar,90 days,25–30°C
Sunflower,Black Cotton,Rust,Neem Extract,Organic Farming,Himachal Pradesh,120 days,25–30°C
Sunflower,Red Loamy,Wilt,Crop Rotation,Mulching,Himachal Pradesh,150 days,20–25°C
Rice,Red Loamy,Smut,Resistant Varieties,Drip Irrigation,Andhra Pradesh,150 days,30–35°C
Coriander,Red Loamy,Blight,Resistant Varieties,Mulching,Uttarakhand,150 days,20–25°C
Sugarcane,Sandy,Blight,Resistant Varieties,Mulching,Mizoram,150 days,20–25°C
Moong (Green Gram),Peaty,Blight,Neem Extract,Organic Farming,Telangana,90 days,25–30°C
Horse Gram,Black Cotton,Blight,Soil Solarization,Mulching,Tripura,150 days,20–25°C
Cardamom,Black Cotton,Wilt,Resistant Varieties,Mulching,Mizoram,120 days,20–25°C
Garlic,Alluvial,Wilt,Soil Solarization,Mulching,Telangana,150 days,25–30°C
Maize,Red Loamy,Smut,Fungicide Spray,Drip Irrigation,Maharashtra,120 days,25–30°C
Cardamom,Black Cotton,Blight,Neem Extract,Mulching,Bihar,90 days,20–25°C
Cardamom,Black Cotton,Blight,Crop Rotation,Organic Farming,Karnataka,90 days,25–30°C
Jute,Laterite,Rust,Neem Extract,Mulching,Andhra Pradesh,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Blight,Crop Rotation,Mulching,Gujarat,90 days,20–25°C
Banana,Laterite,Wilt,Resistant Varieties,Organic Farming,Bihar,90 days,25–30°C
Banana,Red Loamy,Rust,Neem Extract,Mulching,Tripura,150 days,20–25°C
Coriander,Red Loamy,Rust,Fungicide Spray,Mulching,Assam,90 days,25–30°C
Peas & beans (Pulses),Laterite,Blight,Resistant Varieties,Organic Farming,Telangana,90 days,20–25°C
Coriander,Sandy,Wilt,Fungicide Spray,Organic Farming,Telangana,120 days,25–30°C
Sunflower,Black Cotton,Blight,Crop Rotation,Mulching,Arunachal Pradesh,120 days,20–25°C
Ginger,Sandy,Rust,Neem Extract,Mulching,Tripura,90 days,20–25°C
Wheat,Alluvial,Rust,Soil Solarization,Irrigation,Uttar Pradesh,120 days,15–20°C
Castor Seed,Alluvial,Wilt,Soil Solarization,Mulching,Goa,150 days,25–30°C
Cowpea (Lobia),Laterite,Blight,Neem Extract,Organic Farming,Manipur,90 days,25–30°C
Sesamum,Laterite,Wilt,Neem Extract,Organic Farming,Sikkim,90 days,20–25°C
Sunflower,Black Cotton,Blight,Soil Solarization,Mulching,Arunachal Pradesh,150 days,20–25°C
Jowar,Peaty,Rust,Neem Extract,Mulching,Tamil Nadu,120 days,20–25°C
Black pepper,Alluvial,Rust,Resistant Varieties,Mulching,Bihar,150 days,25–30°C
Sesamum,Black Cotton,Blight,Soil Solarization,Mulching,Sikkim,150 days,20–25°C
Urad,Black Cotton,Wilt,Crop Rotation,Mulching,Uttarakhand,120 days,20–25°C
Cotton,Peaty,Wilt,Resistant Varieties,Organic Farming,Jharkhand,120 days,20–25°C
Urad,Black Cotton,Wilt,Resistant Varieties,Mulching,Nagaland,90 days,25–30°C
Sunflower,Black Cotton,Blight,Crop Rotation,Mulching,Telangana,120 days,25–30°C
Sesamum,Laterite,Wilt,Neem Extract,Organic Farming,Gujarat,90 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Soil Solarization,Mulching,Maharashtra,90 days,25–30°C
Cardamom,Red Loamy,Wilt,Resistant Varieties,Mulching,Mizoram,150 days,25–30°C
Sesamum,Laterite,Blight,Fungicide Spray,Organic Farming,Bihar,90 days,20–25°C
Rice,Alluvial,Blast,Resistant Varieties,SRI Method,Andhra Pradesh,120 days,25–30°C
Niger Seed,Red Loamy,Wilt,Soil Solarization,Organic Farming,Goa,90 days,20–25°C
Khesari,Alluvial,Blight,Resistant Varieties,Mulching,Uttar Pradesh,90 days,20–25°C
Onion,Red Loamy,Wilt,Soil Solarization,Organic Farming,Chhattisgarh,150 days,25–30°C
Ginger,Sandy,Blight,Resistant Varieties,Organic Farming,Rajasthan,150 days,25–30°C
Tapioca,Peaty,Blight,Soil Solarization,Mulching,Tamil Nadu,120 days,20–25°C
Sunflower,Red Loamy,Wilt,Crop Rotation,Organic Farming,Himachal Pradesh,90 days,25–30°C
Sugarcane,Red Loamy,Blight,Fungicide Spray,Organic Farming,Mizoram,120 days,25–30°C
Black pepper,Alluvial,Wilt,Neem Extract,Organic Farming,Sikkim,150 days,20–25°C
Niger Seed,Peaty,Wilt,Fungicide Spray,Mulching,Maharashtra,150 days,25–30°C
Tobacco,Black Cotton,Rust,Resistant Varieties,Mulching,Kerala,90 days,25–30°C
Black pepper,Peaty,Blight,Soil Solarization,Mulching,Karnataka,150 days,20–25°C
Sunflower,Black Cotton,Rust,Fungicide Spray,Organic Farming,Assam,90 days,25–30°C
Cotton,Black Cotton,Rust,Soil Solarization,Mulching,Arunachal Pradesh,90 days,20–25°C
Tapioca,Peaty,Wilt,Crop Rotation,Organic Farming,Sikkim,90 days,25–30°C
Horse Gram,Black Cotton,Wilt,Crop Rotation,Mulching,Haryana,120 days,25–30°C
Onion,Red Loamy,Wilt,Fungicide Spray,Mulching,Goa,90 days,25–30°C
Sugarcane,Sandy,Blight,Neem Extract,Organic Farming,Goa,90 days,20–25°C
Arhar/Tur,Laterite,Wilt,Resistant Varieties,Mulching,Madhya Pradesh,150 days,20–25°C
Gram,Black Cotton,Blight,Soil Solarization,Mulching,Sikkim,120 days,20–25°C
Sesamum,Black Cotton,Rust,Fungicide Spray,Organic Farming,Karnataka,120 days,25–30°C
Niger Seed,Peaty,Rust,Resistant Varieties,Mulching,Haryana,150 days,20–25°C
Banana,Laterite,Blight,Fungicide Spray,Mulching,Tripura,120 days,25–30°C
Ginger,Sandy,Rust,Soil Solarization,Organic Farming,Tripura,120 days,25–30°C
Wheat,Alluvial,Rust,Neem Extract,Mulching,Madhya Pradesh,120 days,20–25°C
Sweet Potato,Black Cotton,Rust,Soil Solarization,Organic Farming,Mizoram,120 days,25–30°C
Arecanut,Alluvial,Wilt,Crop Rotation,Organic Farming,Tamil Nadu,120 days,20–25°C
Sweet Potato,Black Cotton,Rust,Resistant Varieties,Organic Farming,West Bengal,150 days,25–30°C
Coriander,Red Loamy,Wilt,Neem Extract,Organic Farming,Nagaland,150 days,20–25°C
Garlic,Red Loamy,Blight,Resistant Varieties,Mulching,Gujarat,120 days,25–30°C
Moong (Green Gram),Peaty,Rust,Soil Solarization,Organic Farming,Madhya Pradesh,150 days,20–25°C
Dry Chillies,Peaty,Blight,Soil Solarization,Organic Farming,Chhattisgarh,90 days,25–30°C
Arhar/Tur,Laterite,Blight,Crop Rotation,Organic Farming,Arunachal Pradesh,120 days,20–25°C
Masoor,Sandy,Wilt,Crop Rotation,Organic Farming,Uttarakhand,150 days,25–30°C
Gram,Red Loamy,Rust,Neem Extract,Organic Farming,Odisha,150 days,25–30°C
Groundnut,Red Loamy,Rust,Resistant Varieties,Mulching,Jharkhand,90 days,20–25°C
Soyabean,Black Cotton,Blight,Crop Rotation,Mulching,Jharkhand,150 days,25–30°C
Niger Seed,Red Loamy,Rust,Fungicide Spray,Mulching,Goa,120 days,25–30°C
Barley,Sandy,Wilt,Fungicide Spray,Organic Farming,Maharashtra,120 days,25–30°C
Banana,Red Loamy,Blight,Soil Solarization,Organic Farming,Tripura,90 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Crop Rotation,Organic Farming,Meghalaya,90 days,20–25°C
Barley,Alluvial,Rust,Fungicide Spray,Mulching,Meghalaya,90 days,25–30°C
Bajra,Laterite,Wilt,Crop Rotation,Organic Farming,Bihar,150 days,20–25°C
Coriander,Sandy,Wilt,Soil Solarization,Organic Farming,Sikkim,150 days,20–25°C
Masoor,Sandy,Blight,Fungicide Spray,Organic Farming,Uttarakhand,90 days,25–30°C
Tapioca,Peaty,Wilt,Resistant Varieties,Mulching,Madhya Pradesh,90 days,20–25°C
Groundnut,Red Loamy,Rust,Neem Extract,Mulching,Andhra Pradesh,120 days,25–30°C
Arhar/Tur,Peaty,Blight,Fungicide Spray,Mulching,Andhra Pradesh,90 days,25–30°C
Coriander,Red Loamy,Blight,Crop Rotation,Organic Farming,Nagaland,150 days,20–25°C
Ragi,Black Cotton,Blight,Resistant Varieties,Organic Farming,Arunachal Pradesh,120 days,25–30°C
Onion,Red Loamy,Blight,Crop Rotation,Organic Farming,Chhattisgarh,90 days,25–30°C
Tobacco,Black Cotton,Blight,Fungicide Spray,Organic Farming,Bihar,150 days,20–25°C
Tapioca,Peaty,Blight,Resistant Varieties,Organic Farming,Odisha,90 days,20–25°C
Wheat,Sandy,Rust,Resistant Varieties,Irrigation,Bihar,150 days,15–20°C
Moong (Green Gram),Peaty,Wilt,Resistant Varieties,Mulching,Telangana,150 days,25–30°C
Garlic,Red Loamy,Wilt,Neem Extract,Mulching,Telangana,120 days,20–25°C
Peas & beans (Pulses),Laterite,Rust,Crop Rotation,Mulching,Haryana,90 days,25–30°C
Ginger,Sandy,Blight,Fungicide Spray,Organic Farming,Rajasthan,120 days,25–30°C
Coconut,Red Loamy,Blight,Resistant Varieties,Mulching,Uttarakhand,120 days,20–25°C
Khesari,Alluvial,Rust,Neem Extract,Organic Farming,Tripura,90 days,25–30°C
Sunflower,Red Loamy,Wilt,Fungicide Spray,Mulching,Arunachal Pradesh,150 days,20–25°C
Castor Seed,Alluvial,Wilt,Crop Rotation,Mulching,Chhattisgarh,90 days,25–30°C
Sugarcane,Red Loamy,Wilt,Neem Extract,Organic Farming,Chhattisgarh,150 days,20–25°C
Jowar,Peaty,Wilt,Crop Rotation,Mulching,Telangana,120 days,20–25°C
Niger Seed,Red Loamy,Rust,Soil Solarization,Mulching,Maharashtra,90 days,20–25°C
Gram,Red Loamy,Wilt,Neem Extract,Mulching,Assam,120 days,25–30°C
Tapioca,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Sikkim,90 days,25–30°C
Rice,Red Loamy,Smut,Neem Extract,SRI Method,Assam,120 days,30–35°C
Cowpea (Lobia),Laterite,Rust,Soil Solarization,Organic Farming,Goa,90 days,20–25°C
Khesari,Alluvial,Rust,Crop Rotation,Mulching,Uttar Pradesh,150 days,25–30°C
Rice,Red Loamy,Blast,Neem Extract,SRI Method,Odisha,120 days,30–35°C
Castor Seed,Laterite,Wilt,Neem Extract,Organic Farming,West Bengal,120 days,20–25°C
Maize,Red Loamy,Rust,Resistant Varieties,Drip Irrigation,Madhya Pradesh,120 days,30–35°C
Wheat,Alluvial,Rust,Soil Solarization,Irrigation,Haryana,120 days,15–20°C
Maize,Black Cotton,Smut,Soil Solarization,Drip Irrigation,Maharashtra,90 days,30–35°C
Cashewnut,Black Cotton,Wilt,Neem Extract,Organic Farming,Gujarat,120 days,25–30°C
Horse Gram,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Tripura,150 days,25–30°C
Horse Gram,Black Cotton,Blight,Neem Extract,Organic Farming,Tripura,120 days,20–25°C
Jowar,Red Loamy,Wilt,Neem Extract,Organic Farming,Gujarat,90 days,25–30°C
Black pepper,Peaty,Rust,Fungicide Spray,Organic Farming,Bihar,120 days,25–30°C
Black pepper,Alluvial,Blight,Crop Rotation,Mulching,West Bengal,150 days,25–30°C
Peas & beans (Pulses),Laterite,Blight,Resistant Varieties,Mulching,Haryana,150 days,25–30°C
Peas & beans (Pulses),Laterite,Wilt,Soil Solarization,Organic Farming,Punjab,90 days,20–25°C
Urad,Black Cotton,Rust,Fungicide Spray,Organic Farming,Nagaland,150 days,20–25°C
Coriander,Sandy,Rust,Neem Extract,Mulching,Nagaland,150 days,25–30°C
Ragi,Black Cotton,Blight,Soil Solarization,Mulching,Gujarat,120 days,25–30°C
Cowpea (Lobia),Sandy,Rust,Soil Solarization,Mulching,Goa,120 days,25–30°C
Cashewnut,Laterite,Rust,Crop Rotation,Mulching,Sikkim,120 days,25–30°C
Khesari,Alluvial,Blight,Neem Extract,Organic Farming,Assam,90 days,25–30°C
Urad,Black Cotton,Blight,Soil Solarization,Mulching,Himachal Pradesh,90 days,20–25°C
Barley,Sandy,Rust,Neem Extract,Mulching,Punjab,120 days,20–25°C
Coriander,Red Loamy,Blight,Soil Solarization,Organic Farming,Assam,90 days,20–25°C
Sweet Potato,Red Loamy,Rust,Fungicide Spray,Organic Farming,Jharkhand,90 days,20–25°C
Khesari,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Karnataka,150 days,25–30°C
Arhar/Tur,Laterite,Rust,Soil Solarization,Mulching,Haryana,90 days,20–25°C
Coriander,Sandy,Rust,Crop Rotation,Mulching,Assam,90 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Resistant Varieties,Organic Farming,Goa,150 days,25–30°C
Coriander,Red Loamy,Rust,Fungicide Spray,Mulching,Assam,90 days,25–30°C
Urad,Black Cotton,Wilt,Crop Rotation,Organic Farming,Punjab,150 days,25–30°C
Barley,Alluvial,Blight,Crop Rotation,Mulching,Punjab,90 days,25–30°C
Ragi,Laterite,Wilt,Neem Extract,Organic Farming,Meghalaya,150 days,25–30°C
Sesamum,Laterite,Blight,Neem Extract,Organic Farming,Karnataka,120 days,25–30°C
Horse Gram,Black Cotton,Wilt,Soil Solarization,Mulching,Arunachal Pradesh,120 days,20–25°C
Onion,Black Cotton,Wilt,Soil Solarization,Organic Farming,Sikkim,150 days,25–30°C
Potato,Alluvial,Rust,Neem Extract,Organic Farming,Meghalaya,90 days,20–25°C
Wheat,Alluvial,Smut,Crop Rotation,Mulching,Haryana,150 days,20–25°C
Potato,Red Loamy,Rust,Neem Extract,Organic Farming,Tripura,120 days,20–25°C
Niger Seed,Peaty,Blight,Crop Rotation,Mulching,Maharashtra,150 days,25–30°C
Cardamom,Red Loamy,Wilt,Soil Solarization,Mulching,Karnataka,150 days,25–30°C
Sunflower,Red Loamy,Blight,Soil Solarization,Organic Farming,Himachal Pradesh,150 days,25–30°C
Ragi,Laterite,Blight,Crop Rotation,Mulching,Gujarat,120 days,25–30°C
Coriander,Sandy,Rust,Resistant Varieties,Organic Farming,Assam,120 days,25–30°C
Arecanut,Alluvial,Wilt,Fungicide Spray,Organic Farming,Jharkhand,120 days,25–30°C
Cardamom,Red Loamy,Wilt,Crop Rotation,Mulching,Bihar,150 days,20–25°C
Moong (Green Gram),Red Loamy,Blight,Soil Solarization,Organic Farming,Odisha,90 days,25–30°C
Coconut,Red Loamy,Blight,Fungicide Spray,Organic Farming,Maharashtra,90 days,20–25°C
Cotton,Black Cotton,Wilt,Fungicide Spray,Mulching,Jharkhand,120 days,25–30°C
Masoor,Sandy,Blight,Resistant Varieties,Mulching,West Bengal,120 days,20–25°C
Tobacco,Black Cotton,Rust,Fungicide Spray,Mulching,Punjab,90 days,25–30°C
Cashewnut,Black Cotton,Rust,Fungicide Spray,Mulching,Bihar,120 days,20–25°C
Garlic,Red Loamy,Blight,Resistant Varieties,Mulching,Telangana,120 days,25–30°C
Moong (Green Gram),Peaty,Rust,Crop Rotation,Organic Farming,Odisha,120 days,20–25°C
Sweet Potato,Black Cotton,Blight,Crop Rotation,Organic Farming,Mizoram,120 days,25–30°C
Horse Gram,Black Cotton,Blight,Fungicide Spray,Mulching,Haryana,150 days,20–25°C
Banana,Red Loamy,Rust,Fungicide Spray,Organic Farming,Jharkhand,120 days,20–25°C
Niger Seed,Peaty,Rust,Fungicide Spray,Organic Farming,Andhra Pradesh,120 days,20–25°C
Maize,Black Cotton,Rust,Resistant Varieties,Mulching,Telangana,90 days,30–35°C
Bajra,Red Loamy,Rust,Resistant Varieties,Organic Farming,Andhra Pradesh,120 days,20–25°C
Urad,Red Loamy,Wilt,Fungicide Spray,Mulching,Punjab,150 days,20–25°C
Jowar,Peaty,Wilt,Neem Extract,Organic Farming,Telangana,120 days,20–25°C
Arhar/Tur,Laterite,Rust,Resistant Varieties,Organic Farming,Manipur,90 days,25–30°C
Banana,Red Loamy,Rust,Soil Solarization,Mulching,Jharkhand,120 days,20–25°C
Bajra,Red Loamy,Wilt,Crop Rotation,Organic Farming,Nagaland,120 days,25–30°C
Sweet Potato,Red Loamy,Rust,Resistant Varieties,Mulching,Mizoram,120 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Fungicide Spray,Organic Farming,Meghalaya,90 days,25–30°C
